,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5
327,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
328,candidate_Kurt Wright,0,0,0,0
329,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
330,candidate_Kurt Wright,0,0,0,0
331,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
332,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
333,candidate_Bob Kiss,0,0,0,0
334,candidate_Bob Kiss,0,0,0,0
335,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
336,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
337,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
338,candidate_Bob Kiss,0,0,0,0
339,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
340,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
341,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0
342,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,0,0
343,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
344,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
345,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
346,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0,0
347,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
348,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
349,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
350,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
351,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
352,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
353,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0,0
354,candidate_Bob Kiss,0,0,0,0
355,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
356,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
357,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
358,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,0
359,candidate_Bob Kiss,0,0,0,0
360,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,0
361,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
362,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
363,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
364,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
365,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
367,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
368,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
369,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
370,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
371,candidate_Kurt Wright,0,0,0,0
372,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
373,candidate_Kurt Wright,0,0,0,0
374,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
375,candidate_Kurt Wright,0,0,0,0
376,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
377,candidate_Andy Montroll,0,0,0,0
378,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
379,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
380,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
381,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0
382,candidate_Kurt Wright,0,0,0,0
383,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
384,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
385,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
386,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
387,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
388,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,0
389,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
390,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
391,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
392,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
393,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,0,0
394,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
395,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
396,candidate_Dan Smith,0,0,0,0
397,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
398,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
399,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
400,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0,0
401,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
402,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
403,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
404,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
405,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
406,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
407,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
408,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
409,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
410,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
411,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
412,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,0,0
413,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,candidate_Andy Montroll,0
414,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
415,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
416,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
417,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
418,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
419,candidate_Dan Smith,0,0,0,0
421,candidate_Kurt Wright,0,0,0,0
422,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
423,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
424,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
425,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
426,candidate_Andy Montroll,0,0,0,0
427,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
428,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
429,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
430,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,0
431,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
432,candidate_Kurt Wright,0,0,0,0
433,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
434,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,0,0
435,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
436,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
437,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
438,candidate_Bob Kiss,0,0,0,0
439,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
440,candidate_Kurt Wright,0,0,0,0
441,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
442,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
443,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
444,candidate_Bob Kiss,0,0,0,0
445,candidate_Bob Kiss,0,0,0,0
446,candidate_Bob Kiss,0,0,0,0
447,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
448,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
449,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0
450,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
451,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
452,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
453,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
454,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
457,candidate_Kurt Wright,0,0,0,0
458,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
459,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
460,candidate_Kurt Wright,0,0,0,0
461,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
462,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0
463,candidate_Kurt Wright,0,0,0,0
464,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
465,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,0,0
466,candidate_Kurt Wright,0,0,0,0
467,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
468,candidate_Kurt Wright,0,0,0,0
470,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
471,candidate_Kurt Wright,0,0,0,0
472,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
473,candidate_Dan Smith,0,0,0,0
474,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright,candidate_Bob Kiss
475,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
476,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
477,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
478,candidate_Kurt Wright,0,0,0,0
479,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
480,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
481,candidate_Kurt Wright,0,0,0,0
482,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
483,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
484,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
485,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0
486,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
487,candidate_Bob Kiss,0,0,0,0
488,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
489,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
490,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Bob Kiss
491,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
492,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
493,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
494,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,0
495,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
496,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
497,candidate_Kurt Wright,0,0,0,0
498,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
499,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
500,candidate_Andy Montroll,0,0,0,0
501,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
502,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
503,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
504,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
505,candidate_Bob Kiss,0,0,0,0
506,candidate_Kurt Wright,0,0,0,0
507,candidate_Bob Kiss,0,0,0,0
508,candidate_Kurt Wright,0,0,0,0
509,candidate_Andy Montroll,0,0,0,0
510,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
511,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
512,candidate_Bob Kiss,0,0,0,0
513,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
514,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
515,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0,0
516,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0,0
517,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
518,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
519,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
520,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
521,candidate_Kurt Wright,0,0,0,0
522,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,0,0
523,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
524,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0
525,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
526,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
527,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
528,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
529,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
530,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
531,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith,candidate_Andy Montroll
532,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
533,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith,candidate_Andy Montroll
534,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,0,0
535,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
536,candidate_James Simpson,candidate_Bob Kiss,0,0,0
537,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
538,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
539,candidate_Kurt Wright,0,0,0,0
540,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
541,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
542,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
543,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
544,candidate_Kurt Wright,0,0,0,0
545,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
546,candidate_Kurt Wright,0,0,0,0
547,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
548,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
549,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
550,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
551,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
552,candidate_Bob Kiss,0,0,0,0
553,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
554,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
555,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0
556,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
557,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
558,candidate_Bob Kiss,0,0,0,0
559,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
560,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
561,candidate_Andy Montroll,0,0,0,0
562,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
563,candidate_Andy Montroll,0,0,0,0
564,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
565,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith,candidate_Bob Kiss
566,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
567,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
568,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
569,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
570,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
571,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
572,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,0,0
573,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
574,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
575,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
576,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
577,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
578,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
579,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
580,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
581,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
582,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
583,candidate_Kurt Wright,0,0,0,0
584,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
585,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright
586,candidate_Kurt Wright,0,0,0,0
587,candidate_Kurt Wright,0,0,0,0
588,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
589,candidate_Dan Smith,0,0,0,0
590,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
591,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
592,candidate_Kurt Wright,0,0,0,0
593,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
594,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
595,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
596,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
597,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
598,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
599,candidate_Bob Kiss,0,0,0,0
600,candidate_Kurt Wright,0,0,0,0
601,candidate_Bob Kiss,candidate_James Simpson,0,0,0
602,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
603,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
604,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
605,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
606,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0
607,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
608,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
609,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
610,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
611,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
612,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
613,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
614,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
615,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
616,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
617,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
618,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,0,0
619,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
620,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0
621,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
622,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
623,candidate_Kurt Wright,candidate_James Simpson,0,0,0
